uniq_id,description,category,_len_description,text
797bb7813ec0bbc99e8b6f1b32c32e52,"Maxima 19431CMGY Gold Analog Watch  - For Men - Buy Maxima 19431CMGY Gold Analog Watch  - For Men  19431CMGY Online at Rs.795 in India Only at Flipkart.com. Golden Strap, Brass Case, Round Dial, Water Resistant - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,315,maxima 19431cmgy analog watch maxima 19431cmgy analog watch 19431cmgy rs.795 golden strap brass dial discounts
987e13b445c34bfedb9796d2bb78d593,"Maxima 01727LPLN Mac Gold Analog Watch  - For Women - Buy Maxima 01727LPLN Mac Gold Analog Watch  - For Women  01727LPLN Online at Rs.650 in India Only at Flipkart.com. Plastic Case, Brass Bezel, Buckle Clasp, Water Resistant, Oval Dial, Black Strap - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,354,maxima 01727lpln analog watch maxima 01727lpln analog watch 01727lpln rs.650 brass buckle clasp oval dial strap discounts
2541b59d54a3a9f2681c0049f7ddd85c,"Timewel 1100-N145 Analog Watch  - For Men - Buy Timewel 1100-N145 Analog Watch  - For Men  1100-N145 Online at Rs.915 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,253,timewel 1100-n145 analog watch timewel 1100-n145 analog watch 1100-n145 discounts
8a15fa23b8c39ac1c7eaac94cbbe6fc6,"HMT S3648 Analog Watch  - For Men - Buy HMT S3648 Analog Watch  - For Men  S3648 Online at Rs.800 in India Only at Flipkart.com. Round Dial, Brown Strap, Stainless Steel Back Case, Water Resistant, Buckle Clasp - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,315,hmt s3648 analog watch hmt s3648 analog watch s3648 rs.800 dial strap buckle clasp discounts
321f2ab0dd243778c87ac63ace6639f4,"Sonata 8098YM01 Analog Watch  - For Women - Buy Sonata 8098YM01 Analog Watch  - For Women  8098YM01 Online at Rs.1085 in India Only at Flipkart.com. Water Resistant, Round Dial, Stainless Steel Back Case, Deployment Clasp, Golden Strap - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,340,sonata 8098y m01 analog watch sonata 8098y m01 analog watch 8098y m01 dial deployment clasp golden strap discounts
d98147c96d2eebf723b2b67d791bcdaa,"Timewel 1100-N2017 Analog Watch  - For Women - Buy Timewel 1100-N2017 Analog Watch  - For Women  1100-N2017 Online at Rs.795 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,260,timewel 1100-n2017 analog watch timewel 1100-n2017 analog watch 1100-n2017 rs.795 discounts
f2aaeda52ac1f77c2886af013fded02b,"Olvin 1697 SM05 Analog Watch  - For Women - Buy Olvin 1697 SM05 Analog Watch  - For Women  1697 SM05 Online at Rs.999 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,253,olvin 1697 m05 analog watch olvin 1697 m05 analog watch 1697 m05 discounts
235410c63d373e2fe141c129de2f624f,"Sonata 8974PP01 Analog Watch  - For Women - Buy Sonata 8974PP01 Analog Watch  - For Women  8974PP01 Online at Rs.550 in India Only at Flipkart.com. Contemporary Dial, White Strap, Water Resistant - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,300,sonata 8974p p01 analog watch sonata 8974p p01 analog watch 8974p p01 rs.550 contemporary dial strap discounts
b144a363c107c7bdd91f32d6e28ba6f2,"Timewel 1100-N1192 Analog Watch  - For Men - Buy Timewel 1100-N1192 Analog Watch  - For Men  1100-N1192 Online at Rs.995 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,256,timewel 1100-n1192 analog watch timewel 1100-n1192 analog watch 1100-n1192 rs.995 discounts
51c9062e6538c787b14a75a6a7cb7fb3,"Sonata 7007SL02 Analog Watch  - For Men - Buy Sonata 7007SL02 Analog Watch  - For Men  7007SL02 Online at Rs.725 in India Only at Flipkart.com. Rectangular Dial, Black Strap, Water Resistant, Buckle Clasp - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,309,sonata 7007s l02 analog watch sonata 7007s l02 analog watch 7007s l02 rs.725 dial strap buckle clasp discounts
9d2d833bf63095902417c2a35f72432a,"Timewel 1100-N1639 Analog Watch  - For Women - Buy Timewel 1100-N1639 Analog Watch  - For Women  1100-N1639 Online at Rs.995 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,260,timewel 1100-n1639 analog watch timewel 1100-n1639 analog watch 1100-n1639 rs.995 discounts
1fcff864d6e397e1424d5366e6c6b8fa,"HMT Sonata Gold Plated Watch For Men Sonata Analog Watch  - For Men - Buy HMT Sonata Gold Plated Watch For Men Sonata Analog Watch  - For Men  Sonata Gold Plated Watch For Men Online at Rs.899 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,328,hmt sonata plate watch sonata analog watch hmt sonata plate watch sonata analog watch sonata plate watch rs.899 discounts
ae03731c3482a5e42d040dbf723c49af,"Times SD_147 Casual Analog Watch  - For Women - Buy Times SD_147 Casual Analog Watch  - For Women  SD_147 Online at Rs.550 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,258,times sd_147 analog watch times sd_147 analog watch sd_147 rs.550 discounts
8c81ed9792bee1c2d6c3b8289d80eece,"Times 101B0101 Sports Analog Watch  - For Boys - Buy Times 101B0101 Sports Analog Watch  - For Boys  101B0101 Online at Rs.695 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,262,times b0101 sports analog watch boys times b0101 sports analog watch boys b0101 rs.695 discounts
c205b200b10aab43be31df8fc1db6d86,"Fastrack 9913PP03 Tees Analog Watch  - For Women - Buy Fastrack 9913PP03 Tees Analog Watch  - For Women  9913PP03 Online at Rs.649 in India Only at Flipkart.com. Red Strap, Stainless Steel Back Case, Square Dial, Water Resistant, Buckle Clasp - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,347,fastrack 9913p p03 tees analog watch fastrack 9913p p03 tees analog watch 9913p p03 rs.649 strap square dial buckle clasp discounts
49658948b5f4eb06a3ddc2fa75eb41d0,"Hourglass HG 006 Analog Watch  - For Men - Buy Hourglass HG 006 Analog Watch  - For Men  HG 006 Online at Rs.850 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,248,hourglass 006 analog watch hourglass 006 analog watch 006 rs.850 discounts
3693c4e7f7efb47edb3d9eec067ffd93,"Maxima 19413PPSN FIBER COLLECTION Digital Watch  - For Men - Buy Maxima 19413PPSN FIBER COLLECTION Digital Watch  - For Men  19413PPSN Online at Rs.825 in India Only at Flipkart.com. Rectangular Dial, Green Strap, Water Resistant - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,334,maxima 19413ppsn fiber watch maxima 19413ppsn fiber watch 19413ppsn dial strap discounts
e15195f2a5ebaa2168ccd65324e65e8e,"Fluid FS201-BL01 Analog-Digital Watch  - For Women - Buy Fluid FS201-BL01 Analog-Digital Watch  - For Women  FS201-BL01 Online at Rs.999 in India Only at Flipkart.com. Water Resistant, Round Dial, Blue Strap - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,312,fluid fs201-bl01 analog watch fluid fs201-bl01 analog watch fs201-bl01 dial strap discounts
7037dbd17682322c89bdf7203b403381,"Gift Island SW13388E Fashionin Digital Watch  - For Men - Buy Gift Island SW13388E Fashionin Digital Watch  - For Men  SW13388E Online at Rs.799 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,280,island w13388 fashionin watch island w13388 fashionin watch w13388 discounts
51eb5d22eda4be2a409a336651c50bb1,"Sonata 8097YM03 Analog Watch  - For Women - Buy Sonata 8097YM03 Analog Watch  - For Women  8097YM03 Online at Rs.999 in India Only at Flipkart.com. Round Dial, Golden Strap - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,277,sonata 8097y m03 analog watch sonata 8097y m03 analog watch 8097y m03 dial golden strap discounts
ac209ee3c602efed4ff093854a4ade06,"Maxima 19883BMLI Swarovski Analog Watch  - For Women - Buy Maxima 19883BMLI Swarovski Analog Watch  - For Women  19883BMLI Online at Rs.995 in India Only at Flipkart.com. Silver Strap, Water Resistant, Contemporary Dial - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,324,maxima 19883bmli swarovski analog watch maxima 19883bmli swarovski analog watch 19883bmli rs.995 strap contemporary dial discounts
97fba8a02361aa56eaa9fa51bc1d7661,"Sonata 8925YM06 Analog Watch  - For Women - Buy Sonata 8925YM06 Analog Watch  - For Women  8925YM06 Online at Rs.751 in India Only at Flipkart.com. Round Dial, Golden Strap - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,277,sonata 8925y m06 analog watch sonata 8925y m06 analog watch 8925y m06 dial golden strap discounts
f559fdabbcc1f4980f215f847bfdd589,"Flippd FD15102 Analog Watch  - For Men - Buy Flippd FD15102 Analog Watch  - For Men  FD15102 Online at Rs.750 in India Only at Flipkart.com. Round Dial, Black Strap, Water Resistant, Buckle Clasp - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,300,flippd d15102 analog watch flippd d15102 analog watch d15102 rs.750 dial strap buckle clasp discounts
9412b6fe7b97e405def91f24f064c547,"Neo Classic NC11-5004_G Analog Watch  - For Women - Buy Neo Classic NC11-5004_G Analog Watch  - For Women  NC11-5004_G Online at Rs.795 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,271,neo nc11-5004_g analog watch neo nc11-5004_g analog watch nc11-5004_g rs.795 discounts
7616c21074fe889defce033dcd0d7cb6,"Now Q710-SOS07 NOW Analog Watch  - For Girls - Buy Now Q710-SOS07 NOW Analog Watch  - For Girls  Q710-SOS07 Online at Rs.695 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,260,q710 s07 analog watch girls q710 s07 analog watch girls q710 s07 rs.695 discounts
d0e09eaa7fcc9e7de3349959800d2141,"HMT OLSS 01 Analog Watch  - For Women - Buy HMT OLSS 01 Analog Watch  - For Women  OLSS 01 Online at Rs.550 in India Only at Flipkart.com. Round Dial, Stainless Steel Back Case, Fold Over Deployment Clasp, Silver Strap, Water Resistant - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,340,hmt olss analog watch hmt olss analog watch olss rs.550 dial fold deployment clasp strap discounts
2cbad7ead8eb8dd92823b9f525c87b9c,"Times 327TMS327 Party-Wedding Analog Watch  - For Women - Buy Times 327TMS327 Party-Wedding Analog Watch  - For Women  327TMS327 Online at Rs.599 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,281,times 327tm s327 analog watch times 327tm s327 analog watch 327tm s327 rs.599 discounts
8fffcfe66dfde658580f98f6e28a6a46,"Gift Island AST906 Analog Watch  - For Women - Buy Gift Island AST906 Analog Watch  - For Women  AST906 Online at Rs.899 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,256,island t906 analog watch island t906 analog watch t906 rs.899 discounts
a1a266a37d38f7ce41d11f1868d8c9bf,"Neo Classic NC11-5004_W Analog Watch  - For Women - Buy Neo Classic NC11-5004_W Analog Watch  - For Women  NC11-5004_W Online at Rs.795 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,271,neo nc11-5004_w analog watch neo nc11-5004_w analog watch nc11-5004_w rs.795 discounts
144a5e05bd6e69535c53366a805a8b5f,"Sonata 7926SL01 Watch - Buy Sonata 7926SL01 Watch  7926SL01 Online at Rs.750 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,212,sonata 7926s l01 watch sonata 7926s l01 watch 7926s l01 rs.750 discounts
c7207128c680a437e1cad834a8880007,"Sonata super fiber Digital Watch  - For Boys, Men, Girls - Buy Sonata super fiber Digital Watch  - For Boys, Men, Girls  super fiber Online at Rs.599 in India Only at Flipkart.com. Digital Display, Alarm - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,308,sonata fiber watch boys girl sonata fiber watch boys girl fiber rs.599 alarm discounts
059bc43e03e1824a9ab6466e32e5f137,"Maxima 05712LMLY Analog Watch  - For Women - Buy Maxima 05712LMLY Analog Watch  - For Women  05712LMLY Online at Rs.925 in India Only at Flipkart.com. Water Resistant, Oval Dial, Buckle Clasp, Brass Case, Brown Strap - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,321,maxima 05712lmly analog watch maxima 05712lmly analog watch 05712lmly oval dial buckle clasp brass strap discounts
5338c00e0ddaec0f3af737077e0bbd91,"Timewel 1100-N1949_B Analog Watch  - For Women - Buy Timewel 1100-N1949_B Analog Watch  - For Women  1100-N1949_B Online at Rs.855 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,266,timewel 1100-n1949_b analog watch timewel 1100-n1949_b analog watch 1100-n1949_b rs.855 discounts
6c53dbd7a9d43744920bfae3bc06327f,"Timewel 1100-N31 Analog Watch  - For Men - Buy Timewel 1100-N31 Analog Watch  - For Men  1100-N31 Online at Rs.765 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,250,timewel 1100-n31 analog watch timewel 1100-n31 analog watch 1100-n31 discounts
6f9c169adda9b562a841a9cf54b16f06,"Sonata 7085YL01 Analog Watch  - For Men - Buy Sonata 7085YL01 Analog Watch  - For Men  7085YL01 Online at Rs.750 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,248,sonata 7085y l01 analog watch sonata 7085y l01 analog watch 7085y l01 rs.750 discounts
15a0364d0efc54d4e272a49f85b149fc,"Times TIMES_98 Formal Analog Watch  - For Women, Girls - Buy Times TIMES_98 Formal Analog Watch  - For Women, Girls  TIMES_98 Online at Rs.550 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,278,times times_98 formal analog watch girls times times_98 formal analog watch girl times_98 rs.550 discounts
a7bd63ef1d3b345d7f9a162865bb7c0d,"Flippd FD040149 Casual Analog Watch  - For Women, Girls - Buy Flippd FD040149 Casual Analog Watch  - For Women, Girls  FD040149 Online at Rs.999 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,280,flippd d040149 analog watch girl flippd d040149 analog watch girls d040149 discounts
35a68b44bef47a809314493d28535b9d,"Timewel 1100-N1944_B Analog Watch  - For Women - Buy Timewel 1100-N1944_B Analog Watch  - For Women  1100-N1944_B Online at Rs.855 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,266,timewel 1100-n1944_b analog watch timewel 1100-n1944_b analog watch 1100-n1944_b rs.855 discounts
8748b6cd9f03afc539f246c55e230502,"Fastrack 9912PP09 Tees Analog Watch  - For Men, Women - Buy Fastrack 9912PP09 Tees Analog Watch  - For Men, Women  9912PP09 Online at Rs.750 in India Only at Flipkart.com. Round Dial, Stainless Steel Back Case, Water Resistant, Buckle Clasp, Blue Strap - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,357,fastrack 9912p p09 tees analog watch fastrack 9912p p09 tees analog watch 9912p p09 rs.750 dial buckle clasp strap discounts
a70ea60f971825b2eb57261029f317ec,"Flippd FDRBB1614 Fibre Analog Watch  - For Men - Buy Flippd FDRBB1614 Fibre Analog Watch  - For Men  FDRBB1614 Online at Rs.750 in India Only at Flipkart.com. Water Resistant, Buckle Clasp, Round Dial, Black Strap - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,318,flippd fdrb b1614 fibre analog watch flippd fdrb b1614 fibre analog watch fdrb b1614 rs.750 buckle clasp dial strap discounts
87e0ba259a84a10580bd659466e73e23,"SF by Sonata 7963PP02 Dean Analog Watch  - For Men - Buy SF by Sonata 7963PP02 Dean Analog Watch  - For Men  7963PP02 Online at Rs.749 in India Only at Flipkart.com. Water Resistant, Contemporary Dial, Drak Blue Strap - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,322,sonata 7963p p02 dean analog watch sonata 7963p p02 dean analog watch 7963p p02 rs.749 contemporary dial strap discounts
6b04c746cac2aa811d7a8753e54dc96e,"Maxima 07034LMLI Attivo Analog Watch  - For Women - Buy Maxima 07034LMLI Attivo Analog Watch  - For Women  07034LMLI Online at Rs.641 in India Only at Flipkart.com. Brass Case, Buckle Clasp, Rectangular Dial, Off White and Pink Strap, Water Resistant - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,355,maxima 07034lmli attivo analog watch maxima 07034lmli attivo analog watch 07034lmli brass buckle clasp dial strap discounts
156bcd3aba1838a2b6bad856654db964,"Timewel N1536(GW)_1 Analog Watch  - For Men - Buy Timewel N1536(GW)_1 Analog Watch  - For Men  N1536(GW)_1 Online at Rs.855 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,259,timewel n1536(gw)_1 analog watch timewel n1536(gw)_1 analog watch n1536(gw)_1 rs.855 discounts
25ce025c38c55f28fd0ea3bb0200df79,Specifications of Babyoye Premium Baby Girl's Grey Leggings In The Box 1 Legging General Details Number of Contents in Sales Package Pack of 1 Fabric Cotton Type Leggings Pattern Printed Occasion Casual Ideal For Baby Girl's,Baby Care ,224,babyoye leggings legge cotton leggings occasion
62a1044ba64031b9e40f98a4fb890d9d,"Key Features of Furnishing Zone Printed Back Cushion Attractive Colours Fiber Filled Great As Decorative Economy Range Machine Washable,Furnishing Zone Printed Back Cushion (Pack of2, Gold) Price: Rs. 295 Soft Fur Cushion For Your Loved Ones (14inch),Beautifully Crafted,Decorative,Washable,Gift Item,Specifications of Furnishing Zone Printed Back Cushion (Pack of2, Gold) General External Material Polyester Velvet Pillow Cover Material Polyester Velvet Brand Furnishing Zone Pillow Cover Design Two Sided Designed Fabric Sweat Absorbent Yes Type Back Cushion Model Name TTFUR-01 Filling Material Microfibre Hand Washable Yes Model ID TT-03 Pillow Design Rectangle Color Gold Dimensions Weight 435 g Length 35.56 cm Width 35.56 cm Depth 10.16 cm In the Box Number of Contents in Sales Package 2 Sales Package 2 Cushions",Home Furnishing ,820,furnishing cushion fiber fill machine furnishing cushion of2 cushion furnishing cushion of2 external polyester velvet pillow polyester velvet furnishing pillow side absorbent cushion filling pillow rectangle 35.56 35.56 10.16 cushion
9ec6285cc619688d787d641cb87c10d6,"Key Features of Babyoye Premium Baby Girl's Multicolor Leggings Multicolor Leggings,Babyoye Premium Baby Girl's Multicolor Leggings (Pack of 2) Price: Rs. 569 The Babyoye Leggings With Lace Bottom are a great choice to dress up your little one for playtime or a stroll in the park. Made from soft fabric, these leggings ensure to keep her comfortable and happy all day long. Pair with a basic tee or jhabla to complete the look. Features: • Material: 100% cotton • Colour: Light yellow/blue • Pattern: Solid • Fit: Regular • Closure: Pullover • Comfortable elastic waistband • Cute lace details at the hem • Pack of 2 Washing Instructions: • Machine wash cold • Tumble dry low • Iron on medium heat • Do not bleach • Do not dry clean,Specifications of Babyoye Premium Baby Girl's Multicolor Leggings (Pack of 2) In The Box 2 Leggings General Details Number of Contents in Sales Package Pack of 2 Fabric Cotton Type Leggings Pattern Solid Occasion Casual Ideal For Baby Girl's",Baby Care ,975,babyoye leggings leggings babyoye leggings babyoye leggings choice dress little park legging happy basic cotton regular closure elastic waistband instruction machine tumble bleach babyoye leggings leggings cotton leggings occasion
87f256eeace1a0c2b1f934f061646da5,"Key Features of GREENWICH Baby Girl's Black Jeggings BLACK Jeggings,GREENWICH Baby Girl's Black Jeggings Price: Rs. 225 THIS IS PREMIUM OUALITY COTTON RICH GIRLS FULL JEGGINGS ,WE USE COTTON/POLYESTER/ELASTANE TO MAKE A FABRIC,AVAILABLE IN PREFERD COLOURS,STRECHED AND COMFORT,ITS DENIM FINISHED PRODUCT,Specifications of GREENWICH Baby Girl's Black Jeggings In The Box 1 JEGGING General Details Number of Contents in Sales Package Pack of 1 Fabric COTTON, POLYESTER, ELASTANE Type Jeggings Pattern Solid Ideal For Baby Girl's Occasion Casual Fabric Care Gentle Machine Wash in Lukewarm Water, Do Not Bleach Additional Details Other Features BIO WASHED PRODUCT",Baby Care ,660,greenwich jeggings jeggings greenwich jeggings cotton girls jegging cotton polyester elastane denim greenwich jeggings jegging cotton polyester elastane jeggings occasion gentle machine lukewarm bleach
3589e80e8f7f3f3a5b65447389b90c2e,"Key Features of Miracle Retail Bonsai Wild Plant Artificial Plant  with Pot Premium quality soft plastic Artificial Bonsai plant with high quality Wooden pot Can be used for indoor and outdoor purpose Ideal for Home décor & Garden décor Ideal for Side corners Ideal for Centre table,Miracle Retail Bonsai Wild Plant Artificial Plant  with Pot (32 cm, Yellow) Price: Rs. 599 Let Natural Hues Refresh Your Interior Once You Bring This Artificial Bonsai Plant With Wooden pot from The House Of Miracle Retail. Ideal For Beautifying The Side Table, Centre Table And Dining Table, This Decorative Item Requires Minimum Maintenance And Care. Made From Premium Quality Plastic, The Artificial Bonsai Plant Is Completely Non Toxic And Environment Friendly. On The Other Hand, The Base Is Extremely Sturdy Yet Lightweight. Those Who Want To Brighten Up Their Living Space Without Any Dirt Or Mud, Must Opt For This Artificial Bonsai Plant With Wooden Pot. To add colour to your interior landscape, order this Artificial Bonsai Plant from Miracle Retail. It instantly brightens up the place wherever you keep it. It needs minimal care. It Will Make A Great Gifting Option For Friends And Relatives As Well.,Specifications of Miracle Retail Bonsai Wild Plant Artificial Plant  with Pot (32 cm, Yellow) General Brand Miracle Retail Model Number BNSI/03 Stem Material Plastic Bonsai Yes Type Wild Plant Plant Material Plastic Color Yellow Pot Features Pot Material Wood Pot Color Brown Pot Included Yes Pot Size Medium Dimensions Pot Width 10 cm Weight 400 g Total Height 32 cm Pot Height 14 cm Total Width 16 cm Additional Features Suitable For Home Decor, Garden Decor, Office Decor Number of Branches 1 In the Box Sales Package 1 Premium Bonsai Artificial Plant With Wooden Pot Pack of 1",Home Decor & Festive Needs ,1777,miracle retail bonsai wild plant artificial plant artificial bonsai plant wooden indoor outdoor purpose decor garden decor corner centre miracle retail bonsai wild plant artificial plant artificial bonsai plant wooden miracle retail beautify centre dining require minimum maintenance artificial bonsai plant completely environment friendly extremely sturdy brighten living space dirt artificial bonsai plant wooden landscape artificial bonsai plant miracle retail instantly brighten need minimal relative miracle retail bonsai wild plant artificial plant miracle retail bonsai wild plant plant include total total garden office branch bonsai artificial plant wooden
dde89969aecfa2c5245e8059c660b139,"Specifications of Mayursflora Bonsai Aloe, Maple, Arecaceae, Palm, Maguey Artificial Plant  with Pot (12 cm, Yellow, Green) In the Box Sales Package Flower Plant In Yellow Bucket General Brand Mayursflora Model Number MFGI034 Color Yellow, Green Type Aloe, Maple, Arecaceae, Palm, Maguey Bonsai Yes Pot Features Pot Included Yes Dimensions Total Height 12 cm",Home Decor & Festive Needs ,358,mayursflora bonsai aloe maple arecaceae palm maguey artificial plant plant mayursflora aloe maple arecaceae palm maguey bonsai include total
e4922f01eda047582cd72e9d1063ab7a,"Specifications of V Creations Bonsai Cactus Artificial Plant  with Pot (10 cm, Green) In the Box Sales Package set of 2 General Brand V Creations Model Number Red-Green_cactus_16116 Color Green Type Cactus Bonsai Yes Pot Features Pot Included Yes Dimensions Total Height 10 cm",Home Decor & Festive Needs ,276,bonsai cactus artificial plant cactus bonsai include total
30ab693b54e99a469a1152b5db14aa40,"Key Features of LITTLE FEETZ Baby Girl's Solid Top & Skirt Set Fabric: Cotton Brand Color: BLUE, PINK, GREEN, ORANGE, YELLOW,LITTLE FEETZ Baby Girl's Solid Top & Skirt Set Price: Rs. 489 Check out this multi-coloured pack of 5 T-shirts & Short from Little Feet, will be a great pick for your little once. The garment is made of cotton, which makes little one comfortable and relaxed to wear all day long and designed for perfection and safety. Stretchy elastic Waist band shorts, allow you to change the diapers easily. The stretchy neck holes – the ones with envelope-like folds at the neckline are great for sliding over a sensitive new-born’s head.,Specifications of LITTLE FEETZ Baby Girl's Solid Top & Skirt Set General Details Pattern Solid Ideal For Baby Girl's Night Suit Details Number of Contents in Sales Package Pack of 5 Fabric Cotton Type Top & Skirt Set Neck Round Neck In the Box 5 Frock's and 5-Skirt's Additional Details **The color and print of assorted products may vary from what is shown in the image, as they are manufactured in mixed batches. **The images represent actual product though color of the image and product may slightly differ.**The Product Size and age group is just an indication and may varry depends...View More **The color and print of assorted products may vary from what is shown in the image, as they are manufactured in mixed batches. **The images represent actual product though color of the image and product may slightly differ.**The Product Size and age group is just an indication and may varry depends on your baby Height and Weight.",Baby Care ,1584,little feetz skirt cotton little feetz skirt 489 short little little garment cotton make little perfection stretchy elastic waist short diaper stretchy neck hole fold neckline slide sensitive little feetz skirt cotton skirt neck neck frock assorted show manufacture mixed batch image differ.** indication varry depend view assorted show manufacture mixed batch image differ.** indication varry depend
291d5ff1e50dac3058cf10578f692085,Buy Saco Karbonn Smart Ta Fone A37 Hd Tablet Wired USB Tablet Keyboard only for Rs. 500 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,Computers ,192,tablet wire usb tablet keyboard
84b2e623a4a4327b88f7fe197a09be31,"Next Steps Baby Girl's Layered Dress
                         Price: Rs. 356
				
			Girls Dress
Girls Dress",Baby Care ,112,layered dress 356 girls dress girl dress
