uniq_id,description,category,_len_description,text,_len__text
aa68675f50a0551b8dadb954017a50a1,"Specifications of Geol Wooden Wet and Dry Broom (Brown, Pack of 1) General Brand Geol Cleaning Type Wet and Dry Model Number G24 - 14 Type Broom Color Brown Body and Design Features Brush Material Wooden Handle Material Wood In the box Pack of 1",Kitchen & Dining ,245,specification geol wooden wet dry broom brown pack general brand geol cleaning type wet dry model number g24 type broom color brown body design material wooden handle material wood box pack,189
6d460d2e12ff7c84cb6b9af783d465ae,"Specifications of NammaBaby Baby Girl's Animal Print Top & Pyjama Set General Details Pattern Animal Print Ideal For Baby Girl's Night Suit Details Number of Contents in Sales Package Pack of 2 Fabric Cotton Type Top & Pyjama Set In the Box 1 Top, 1 Bottom",Baby Care ,256,specification nammababy baby girl animal print pyjama set general detail pattern animal print ideal baby girl night suit detail number content sale package pack fabric cotton type pyjama set box,194
eaed0897074ee52230ff6c6d73c18dd4,Specifications of Thakkar Baby Girl's Printed Top & Pyjama Set General Details Pattern Printed Ideal For Baby Girl's Night Suit Details Number of Contents in Sales Package Pack of 2 Fabric Hosiery Cotton Type Top & Pyjama Set Neck Round Neck In the Box 2 Tshirt 2 Pyjama Additional Details Button Closure in Front,Baby Care ,313,specification thakkar baby girl print pyjama set general detail pattern print ideal baby girl night suit detail number content sale package pack fabric hosiery cotton type pyjama set neck round neck box tshirt pyjama additional detail button closure,249
4d638f7a608a76db27cd7bab13582a93,Specifications of next steps Baby Girl's Striped Top & Pyjama Set General Details Pattern Striped Ideal For Baby Girl's Night Suit Details Number of Contents in Sales Package Pack of 1 Fabric Cotton Type Top & Pyjama Set Neck Round Neck In the Box 1 Top & Pyjama Set,Baby Care ,266,specification step baby girl striped pyjama set general detail pattern stripe ideal baby girl night suit detail number content sale package pack fabric cotton type pyjama set neck round neck box pyjama set,205
86a39f77de21aa9654e8ea03335244fc,"Specifications of Intel 3.2 GHz LGA 1150 3250 Processor (BLACK) In The Box Sales Package Intel Dual Core Processor Memory Maximum Memory Size Supported 32 GB Memory Type Supported DDR3-1333, DDR3L-1333 @ 1.5V General Speed 3.2 GHz with Maximum Turbo Speed of3.2 GHz Maximum Thermal Design Power  [TDP] 53 W Number of Threads 2 Threads Number of Cores 2 Cores Warranty Covered in Warranty WARRANTY Warranty Summary 3 years Service Type ON SITE Not Covered in Warranty Damage Graphics Base Frequency 350 MHz Integrated Graphics Yes General Features Brand Intel Architecture 64-bit Model ID 3250 Socket Type LGA 1150",Computers ,613,specification intel 3.2 ghz lga 1150 3250 processor black box sale package intel dual core processor memory maximum memory size support memory type support ddr3 1333 ddr3l-1333 1.5v general speed 3.2 ghz maximum turbo speed of3.2 ghz maximum thermal design power tdp number thread thread number core core warranty cover warranty warranty warranty summary year service type site cover warranty damage graphic base frequency 350 mhz integrated graphic yes general brand intel architecture bit model 3250 socket type lga 1150,522
68b32e026c109c1bae017d024dd8f590,"Key Features of MKB Baby Girl's Empire Waist Dress Material: 100% Cotton Yellow Flower Print Length: 26 Inches,MKB Baby Girl's Empire Waist Dress Price: Rs. 585 This Yellow Color Flower printed baby girl's clothing set is made of 100% Cotton material. It's very attractive and comfortable, perfect as a ceremony wear Baby Girls beautiful dress for a little angel,Specifications of MKB Baby Girl's Empire Waist Dress In The Box 1 Dress Dimensions Length Midi/Knee Length General Details Pattern Printed Occasion Casual Ideal For Baby Girl's Dress Details Lining 100% Cotton Sleeve Sleeveless Number of Contents in Sales Package Pack of 1 Fabric 100% Cotton Type Empire Waist Fabric Care Gentle Hand Wash. Do not bleach.",Baby Care ,718,key mkb baby girl empire waist dress material 100 cotton yellow flower print length inch mkb baby girl empire waist dress price 585 yellow color flower print baby girl clothing set 100 cotton material attractive comfortable perfect ceremony wear baby girls beautiful dress little angel specification mkb baby girl empire waist dress box dress dimension length midi knee length general detail pattern print occasion casual ideal baby girl dress detail lining 100 cotton sleeve sleeveless number content sale package pack fabric 100 cotton type empire waist fabric care gentle hand wash. bleach,592
31376e77d4621c06a45440d42b9fe2ac,"Specifications of NeedyBee Baby Girl's Layered Dress In The Box 1 Dress Dimensions Length Mini/Short General Details Pattern Printed Occasion Casual Ideal For Baby Girl's Dress Details Sleeve Sleeveless Number of Contents in Sales Package Pack of 1 Fabric Net, Polyester Type Layered Neck Round Neck Fabric Care Machine Wash",Baby Care ,324,specification needybee baby girl layer dress box dress dimension length mini short general detail pattern print occasion casual ideal baby girl dress detail sleeve sleeveless number content sale package pack fabric net polyester type layer neck round neck fabric care wash,272
f79ad10ae634dcfdab6625790d5c5d54,"Key Features of Seals Baby Girl's A-line Dress MULTI A-line,Seals Baby Girl's A-line Dress Price: Rs. 594 Girls Party Wear Dress,Specifications of Seals Baby Girl's A-line Dress In The Box 1 Dress Dimensions Length Midi/Knee Length General Details Pattern Polka Print Occasion Party Ideal For Baby Girl's Dress Details Sleeve Sleeveless Number of Contents in Sales Package Pack of 1 Belt Included No Fabric Synthetic Type A-line Neck Square Neck Fabric Care Wash with Similar Colors, Use Detergent for Colors",Baby Care ,508,key seal baby girl line dress multi line seal baby girl line dress price 594 girl party wear dress specification seal baby girl line dress box dress dimension length midi knee length general detail pattern polka print occasion party ideal baby girl dress detail sleeve sleeveless number content sale package pack belt include fabric synthetic type line neck square neck fabric care wash similar color use detergent color,420
3dfd14b667357e26ff6d66761cdc203f,"Key Features of Chokree Baby Girl's A-line Dress Light Green A-line,Specifications of Chokree Baby Girl's A-line Dress Dimensions Length Midi/Knee Length General Details Occasion Party Ideal For Baby Girl's Dress Details Fabric Synthetic Type A-line",Baby Care ,249,key chokree baby girl line dress light green line specification chokree baby girl line dress dimension length midi knee length general detail occasion party ideal baby girl dress detail fabric synthetic type line,212
9656b0a52d364da5eed38a4bb2d9f6e5,"Specifications of Esteem Baby Boy's Drawer General Details Ideal For Baby Boy's Pattern Printed Type Drawer Fabric Cotton Number of Contents in Sales Package Pack of 10 Fabric Care Gentle Hand Wash, Do Not Bleach, Wash With Cold Water, Do Not Wring, Do Not Iron On Elastic In the Box Sales Package 10 Drawer",Baby Care ,307,specification esteem baby boy drawer general detail ideal baby boy pattern print type drawer fabric cotton number content sale package pack fabric care gentle hand wash bleach wash cold water wring iron elastic box sale package drawer,234
7cf36a3f1f2bd785954cc876a941da40,"Key Features of KLOCX Analog Wall Clock Black Round Width: 29.85 cm Height: 1 cm,Specifications of KLOCX Analog Wall Clock (Black, With Glass) General Model Number KLOCX-89 Dimensions Other Dimensions 33.1 x 32.6 x 4.4 cm Height 1 cm Width 29.85 cm Body Features Dial Shape Round",Home Decor & Festive Needs ,279,key klocx analog wall clock black round width 29.85 height specification klocx analog wall clock black glass general model number klocx-89 dimension dimension 33.1 32.6 4.4 height width 29.85 body dial shape round,213
43f4a023dd92830ab5b26886c496f23e,Buy HomeeHub Polyester Multicolor Self Design Eyelet Window Curtain at Rs. 599 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Home Furnishing ,151,buy homeehub polyester multicolor self design eyelet window curtain 599 flipkart.com genuine products free shipping cash delivery,129
705b90361aeda1849a728d80625a78a9,Buy Marvel Cotton Bath Towel at Rs. 449 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Baby Care ,112,buy marvel cotton bath towel 449 flipkart.com genuine products free shipping cash delivery,90
0dc4d2767fe8424a3263ab141884f83d,"Romex Ultimate Urban Analog Watch  - For Boys, Men
                         Price: Rs. 499
				
			Presenting the classic and fabulous satin-color watch for men from the House of Romex.This watch offers the priceless looks and class you always wanted. Adorning a black coloured strap in silicon material, this watch offers true craftsmanship that only people with a distinct taste can identify. This watch is designed using technology and innovation, all of which is wrapped up in a round silver dial encased in Sand-blast Case that can be beautifully placed on your wrist using its comfortable and luxuriously finished Leather strap. Being Battery Powered, this watch offers amazing long life durability that you would look for. We are sure that this watch is going to be your favorite for all those business meetings, events, outings and special occasions because its not a watch, its your identity.
Presenting the classic and fabulous satin-color watch for men from the House of Romex.This watch offers the priceless looks and class you always wanted. Adorning a black coloured strap in silicon material, this watch offers true craftsmanship that only people with a distinct taste can identify. This watch is designed using technology and innovation, all of which is wrapped up in a round silver dial encased in Sand-blast Case that can be beautifully placed on your wrist using its comfortable and luxuriously finished Leather strap. Being Battery Powered, this watch offers amazing long life durability that you would look for. We are sure that this watch is going to be your favorite for all those business meetings, events, outings and special occasions because its not a watch, its your identity.",Watches ,1708,romex ultimate urban analog watch boy man price 499 present classic fabulous satin color watch man house romex watch offer priceless look class want adorn black coloured strap silicon material watch offer true craftsmanship people distinct taste identify watch design technology innovation wrap round silver dial encase sand blast case beautifully place wrist comfortable luxuriously finished leather strap battery power watch offer amazing long life durability look watch go favorite business meeting event outing special occasion watch identity present classic fabulous satin color watch man house romex watch offer priceless look class want adorn black coloured strap silicon material watch offer true craftsmanship people distinct taste identify watch design technology innovation wrap round silver dial encase sand blast case beautifully place wrist comfortable luxuriously finished leather strap battery power watch offer amazing long life durability look watch go favorite business meeting event outing special occasion watch identity,1041
f89ebd1d0889fbafa7c9453dbb0dfffd,Buy Home Creations Polyester Blue Floral Eyelet Door Curtain at Rs. 1399 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Home Furnishing ,145,buy home creations polyester blue floral eyelet door curtain 1399 flipkart.com genuine products free shipping cash delivery,123
e1d8c5b60f9157f8e21c77cf795952f2,"Buy The Intellect Bazaar Cotton Bath Towel, Baby Towel at Rs. 649 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!",Baby Care ,138,buy intellect bazaar cotton bath towel baby towel 649 flipkart.com genuine products free shipping cash delivery,111
f79c9db3abd7faca714c92aeba9b6728,Buy Wood Beauty Wood Photo Frame for Rs.450 online. Wood Beauty Wood Photo Frame at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Baby Care ,187,buy wood beauty wood photo frame rs.450 online wood beauty wood photo frame good price free shipping cash delivery genuine products day replacement guarantee,157
260c74b5a09272dec1a8207db3541a0d,Buy BornBabyKids Cotton Bath Towel at Rs. 589 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Baby Care ,118,buy bornbabykids cotton bath towel 589 flipkart.com genuine products free shipping cash delivery,96
51b6809d527ea36798bddc2bb8557bc2,Buy Munchkin Mighty Grip Trainer Cup for Rs.349 online. Munchkin Mighty Grip Trainer Cup at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Baby Care ,195,buy munchkin mighty grip trainer cup rs.349 online munchkin mighty grip trainer cup good price free shipping cash delivery genuine products day replacement guarantee,165
5ae4626271e8eefe5eb2aaf42c00724f,Buy Creative Width Decor Medium Vinyl Sticker Sticker for Rs.499 online. Creative Width Decor Medium Vinyl Sticker Sticker at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Home Decor & Festive Needs ,229,buy creative width decor sticker sticker rs.499 online creative width decor sticker sticker good price free shipping cash delivery genuine products day replacement guarantee,173
90453db0386931707b256dfa1e32c404,Buy Handloomhub Polyester Pink Self Design Eyelet Door Curtain at Rs. 973 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Home Furnishing ,146,buy handloomhub polyester pink self design eyelet door curtain 973 flipkart.com genuine products free shipping cash delivery,124
bd2a71a635bf307de0056b74205918b7,"Fabutex Polyester Black, White Abstract Eyelet Window & Door Curtain (214 cm in Height, Pack of 4)
                         Price: Rs. 2,696
				
			High Quallity polyester jacquard Curtains, which adds a rich feel and fills your home with warmth of love and coziness. Exclusively from the house of fabutex.
High Quallity polyester jacquard Curtains, which adds a rich feel and fills your home with warmth of love and coziness. Exclusively from the house of fabutex.",Home Furnishing ,470,"fabutex polyester black white abstract eyelet window door curtain 214 height pack price 2,696 high quallity polyester jacquard curtains add rich feel fill home warmth love coziness exclusively house fabutex high quallity polyester jacquard curtains add rich feel fill home warmth love coziness exclusively house fabutex",319
8c90f3ca64ea1a8ce104c3c3f5fc173f,Buy Divine Gifts & Artificial Jewellery Shanker Blue Showpiece  -  7.5 cm for Rs.320 online. Divine Gifts & Artificial Jewellery Shanker Blue Showpiece  -  7.5 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Home Decor & Festive Needs ,269,buy divine gifts jewellery shanker blue showpiece 7.5 rs.320 online divine gifts jewellery shanker blue showpiece 7.5 good price free shipping cash delivery genuine products day replacement guarantee,199
70d571a25d37e16d5d5f4e94faccf454,"Hargunz Polyester Brown, White Motif Eyelet Long Door Curtain (275 cm in Height, Pack of 2)
                         Price: Rs. 656
				
			Stiching Eyelet style with metal ring. Anti wrinkle,Anti-shrinkage, Color fastness, 100% Polyester, Quality fabric,Sober as well as lively colors,Varied patterns,Elegant Design Size:4 ft x 9 ft
Stiching Eyelet style with metal ring. Anti wrinkle,Anti-shrinkage, Color fastness, 100% Polyester, Quality fabric,Sober as well as lively colors,Varied patterns,Elegant Design Size:4 ft x 9 ft",Home Furnishing ,531,hargunz polyester brown white motif eyelet long door curtain 275 height pack price 656 stiching eyelet style metal ring anti wrinkle anti shrinkage color fastness 100 polyester quality fabric sober lively color varied pattern design size:4 stiching eyelet style metal ring anti wrinkle anti shrinkage color fastness 100 polyester quality fabric sober lively color varied pattern design size:4,392
dd9a5979c32bbdd836984529af862303,Buy Galaxy Decorations Polyester Royalblue Plain Eyelet Door Curtain at Rs. 2199 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Home Furnishing ,153,buy galaxy decorations polyester royalblue plain eyelet door curtain 2199 flipkart.com genuine products free shipping cash delivery,131
c9c4720bca91b8ce27d8190a7c4c139c,Buy Blue Bell Popfun Sipper for Rs.180 online. Blue Bell Popfun Sipper at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Baby Care ,177,buy blue bell popfun sipper rs.180 online blue bell popfun sipper good price free shipping cash delivery genuine products day replacement guarantee,147
d6a50203fad654981605a70a7bde52b7,Buy Welhouse Cotton Hand & Face Towel Set at Rs. 479 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Baby Care ,125,buy welhouse cotton hand towel set 479 flipkart.com genuine products free shipping cash delivery,96
f9a8320c182841024f47ebcba284085a,Portia Polka Print Trendy Cap - Buy Multicolor Portia Polka Print Trendy Cap For Only Rs. 900 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,Baby Care ,192,portia polka print trendy cap buy multicolor portia polka print trendy cap 900 online india shop online apparel huge branded clothe flipkart.com,144
5eec66ec172ce096cd4e5c947686b56a,RTD Baby Girl's Kurta and Pyjama Set - Buy Yellow RTD Baby Girl's Kurta and Pyjama Set For Only Rs. 1183 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,Baby Care ,203,rtd baby girl kurta pyjama set buy yellow rtd baby girl kurta pyjama set 1183 online india shop online apparel huge branded clothe flipkart.com,143
3f025b9dc8065fe5a155573e5b21a70d,Buy Ornate 7 W LED Bulb for Rs.209 online. Ornate 7 W LED Bulb at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Kitchen & Dining ,169,buy ornate bulb rs.209 online ornate bulb good price free shipping cash delivery genuine products day replacement guarantee,123
d0fee79693c7dc3132d30491323b6407,Buy Shrikant Traders Cotton Bath Towel at Rs. 1499 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Baby Care ,123,buy shrikant traders cotton bath towel 1499 flipkart.com genuine products free shipping cash delivery,101
d06bb04b096c77dc3302eaf2db336f96,Buy MH MDF Photo Frame for Rs.899 online. MH MDF Photo Frame at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Baby Care ,167,buy mdf photo frame rs.899 online mdf photo frame good price free shipping cash delivery genuine products day replacement guarantee,131
0ca8e323551dd7107ef57ef7c3e77aee,Buy NIKsales 7 W LED Bulb for Rs.365 online. NIKsales 7 W LED Bulb at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Kitchen & Dining ,173,buy niksales bulb rs.365 online niksales bulb good price free shipping cash delivery genuine products day replacement guarantee,127
6eabdbbbffdfae86c3c5177ba0f96ea7,"Indha Craft Cloth Photo Frame (Photo Size - 12.7 X 17.8 cm, 1 Photos)
                         Price: Rs. 132
				
			The outer shell of this frame is made up of Polyster bland fabric and hard board Fabric and inner material is carbord. The photo of this frame is 5 x 3 inches.
The outer shell of this frame is made up of Polyster bland fabric and hard board Fabric and inner material is carbord. The photo of this frame is 5 x 3 inches.",Baby Care ,441,indha cloth photo frame photo size 12.7 17.8 photo price 132 outer shell frame polyster bland fabric hard board fabric inner material carbord photo frame inch outer shell frame polyster bland fabric hard board fabric inner material carbord photo frame inch,256
c997312abfa36281d41366cb4a3b908e,Buy VRCT 5 W LED Bulb for Rs.259 online. VRCT 5 W LED Bulb at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Kitchen & Dining ,165,buy vrct bulb rs.259 online vrct bulb good price free shipping cash delivery genuine products day replacement guarantee,119
2bf0ca6d25501c067cd12a2a4939443f,Buy Home Fashion Gallery Polyester Black Plain Eyelet Door Curtain at Rs. 1499 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Home Furnishing ,151,buy home fashion gallery polyester black plain eyelet door curtain 1499 flipkart.com genuine products free shipping cash delivery,129
7f6678a6217c831b716feca796f689fd,Buy BabyBucket Cotton Bath Towel at Rs. 735 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Baby Care ,116,buy babybucket cotton bath towel 735 flipkart.com genuine products free shipping cash delivery,94
ce9cb60201f1cdc33e4b58d3583c7a5c,Buy Handloomhub Polyester Baby Pink Self Design Eyelet Long Door Curtain at Rs. 1199 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Home Furnishing ,157,buy handloomhub polyester baby pink self design eyelet long door curtain 1199 flipkart.com genuine products free shipping cash delivery,135
5518124b75d6c6dfee4c2e4c0cfa716a,"Buy Simoco 7 W, 9 W, 12 W LED Bulb for Rs.829 online. Simoco 7 W, 9 W, 12 W LED Bulb at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.",Kitchen & Dining ,191,buy simoco bulb rs.829 online simoco bulb good price free shipping cash delivery genuine products day replacement guarantee,123
22ac36ba254a68d7dd6173f099771147,Buy Neyth Cotton Set of Towels at Rs. 170 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Baby Care ,114,buy neyth cotton set towel 170 flipkart.com genuine products free shipping cash delivery,88
6c441a6ca8eb4e5ca882c9c0df03ff0c,Buy AsiaCraft Goddess of Wealth Laxmi Brass Statue Showpiece  -  7.62 cm for Rs.350 online. AsiaCraft Goddess of Wealth Laxmi Brass Statue Showpiece  -  7.62 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Home Decor & Festive Needs ,267,buy asiacraft goddess wealth laxmi brass statue showpiece 7.62 rs.350 online asiacraft goddess wealth laxmi brass statue showpiece 7.62 good price free shipping cash delivery genuine products day replacement guarantee,217
025a85a3d1cddc6307f7dc075d8d2132,Buy Soy Impulse LED Bulb for Rs.299 online. Soy Impulse LED Bulb at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Kitchen & Dining ,171,buy soy impulse bulb rs.299 online soy impulse bulb good price free shipping cash delivery genuine products day replacement guarantee,133
fd10586bf7f01bc57e0c5364d4b2c3f7,"Cocovey Metal Photo Frame (Photo Size - 6*4, 1 Photos)
                         Price: Rs. 549
				
			Add traditional and stylish look to your house with Cocovey handcrafted photo frames. This beautifully crafted photo frame is made of brass. Its traditional tribal and cultural design is unique and brings style to your home. Indian homes are getting stylish with time as there is more excitement towards interior home décor.Our company is an effort to perceive that excitement and help you choose your favorites from a wide range of such painstakingly pursued beautiful handicraft items; as they find their way from the skilled hands of craftsmen directly to that precious place in your abode.
Add traditional and stylish look to your house with Cocovey handcrafted photo frames. This beautifully crafted photo frame is made of brass. Its traditional tribal and cultural design is unique and brings style to your home. Indian homes are getting stylish with time as there is more excitement towards interior home décor.Our company is an effort to perceive that excitement and help you choose your favorites from a wide range of such painstakingly pursued beautiful handicraft items; as they find their way from the skilled hands of craftsmen directly to that precious place in your abode.",Baby Care ,1294,cocovey metal photo frame photo size photo price 549 add stylish look house cocovey handcrafted photo frame beautifully craft photo frame brass tribal cultural design unique bring style home indian home get stylish time excitement interior home décor company effort perceive excitement help choose favorite wide range painstakingly pursue beautiful handicraft item find way skilled hand craftsman directly precious place abode add stylish look house cocovey handcraft photo frame beautifully craft photo frame brass tribal cultural design unique bring style home indian home get stylish time excitement interior home décor company effort perceive excitement help choose favorite wide range painstakingly pursue beautiful handicraft item find way skilled hand craftsman directly precious place abode,798
91795f4b0e4aac27314477a91b63bfb7,"Flipkart.com: Buy VLCC Natural Sciences Oil Free Sunscreen Gel SPF 15 (Pack of 2) - SPF 15 for Rs. 235 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Beauty and Personal Care ,224,flipkart.com buy vlcc natural sciences oil free sunscreen gel spf pack spf 235 flipkart.com low price genuine product day replacement guarantee free shipping cash delivery,171
ead122f4b1da293eb2d719baf104dfc9,"Flipkart.com: Buy Lotus Safe Sun UV Screen MatteGel - SPF 50 PA+++ for Rs. 340 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Beauty and Personal Care ,200,flipkart.com buy lotus safe sun screen mattegel spf pa+++ 340 flipkart.com low price genuine product day replacement guarantee free shipping cash delivery,154
8396537a124f502d11ab99972c816129,"Flipkart.com: Buy Oshea Herbals UVSHIELD - Sunscreen Gel - SPF 20 PA+ for Rs. 195 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Beauty and Personal Care ,203,flipkart.com buy oshea herbals uvshield sunscreen gel spf pa+ 195 flipkart.com low price genuine product day replacement guarantee free shipping cash delivery,158
6b5cdfe68595fbcab0e05dc625d3d66a,"Flipkart.com: Buy Richfeel Sunshield - SPF 30 PA++ for Rs. 269 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Beauty and Personal Care ,184,flipkart.com buy richfeel sunshield spf pa++ 269 flipkart.com low price genuine product day replacement guarantee free shipping cash delivery,141
911a6efe69bde398fbbddcb0b4bb466f,"Flipkart.com: Buy Keya Seth Umbrella Protex Heat Proof Sunscreen Solution - SPF 75 PA+++ for Rs. 399 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Beauty and Personal Care ,222,flipkart.com buy keya seth umbrella protex heat proof sunscreen solution spf pa+++ 399 flipkart.com low price genuine product day replacement guarantee free shipping cash delivery,179
d61b368146f83075937e144dab93c6a1,"Flipkart.com: Buy Jovees Anjeer & Carrot Sunblock (Pack of 2) - SPF 45 for Rs. 0.0 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Beauty and Personal Care ,204,flipkart.com buy jovees anjeer carrot sunblock pack spf 0.0 flipkart.com low price genuine product day replacement guarantee free shipping cash delivery,152
bc2aaae47829fd5825f6cc2ec51c2c5f,"Flipkart.com: Buy Whiteherbs Ultra Protection Sunscreen Lotion - SPF 30 PA+ for Rs. 270 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Beauty and Personal Care ,209,flipkart.com buy whiteherbs ultra protection sunscreen lotion spf pa+ 270 flipkart.com low price genuine products day replacement guarantee free shipping cash delivery,167
55195de3873fffaa9e37b041533d7305,Buy Philips 9.5 W LED B22 3000K A55 IND Bulb for Rs.419 online. Philips 9.5 W LED B22 3000K A55 IND Bulb at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Kitchen & Dining ,211,buy philips 9.5 b22 3000 a55 bulb rs.419 online philips 9.5 b22 3000 a55 bulb good price free shipping cash delivery genuine products day replacement guarantee,159
cdc33ed715261b08e315a2a19427bc23,"Flipkart.com: Buy Oriflame Sweden Sun Zone UV Protector Face and Exposed Areas High - SPF 50 PA++ for Rs. 699 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Beauty and Personal Care ,231,flipkart.com buy oriflame sweden sun zone protector exposed area high spf pa++ 699 flipkart.com low price genuine product day replacement guarantee free shipping cash delivery,175
c65fa0b38ab99792630468bd7dd26416,"Flipkart.com: Buy Aveeno Protect + Hydrate Broad Spectrum Spf 70 Sunscreen Lotion - SPF 70 PA+ for Rs. 1389 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Beauty and Personal Care ,229,flipkart.com buy aveeno protect hydrate broad spectrum spf sunscreen lotion spf pa+ 1389 flipkart.com low price genuine product day replacement guarantee free shipping cash delivery,181
142994b421c052a6193052c6c8c3d076,"Flipkart.com: Buy La Roche-Posay Anthelios XL Fluid Dry Touch Gel-Cream - SPF 50 PA+ for Rs. 1400 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Beauty and Personal Care ,219,flipkart.com buy roche posay anthelios fluid dry touch gel spf pa+ 1400 flipkart.com low price genuine product day replacement guarantee free shipping cash delivery,164
c6adf41cd378b1f6a7ac62675b060411,"Wallmantra Christ The Redeemer Framed Print Canvas Painting (16 inch x 21 inch)
                         Price: Rs. 1,749
				
			This Beautiful Rendition Of The Redeemer Is A Jewel In Your Scheme Of Interiors. These Exclusive Designs Are Printed On The Best Quality Photo Paper And Framed To Perfection With Most Elegant Frames And Keen Attention To Detail So That You Can Decorate Your Home With Taste And Pride. Each Design Is Created In Consultation With Our Designers And Keeping In Mind The Contemporary Trends, So You Can Order, Sit Back And Relax And Complement Your Interior Decor With One Of These Prints. For Customisation Or Framing Your Own Designs Contact Wallmantra.
This Beautiful Rendition Of The Redeemer Is A Jewel In Your Scheme Of Interiors. These Exclusive Designs Are Printed On The Best Quality Photo Paper And Framed To Perfection With Most Elegant Frames And Keen Attention To Detail So That You Can Decorate Your Home With Taste And Pride. Each Design Is Created In Consultation With Our Designers And Keeping In Mind The Contemporary Trends, So You Can Order, Sit Back And Relax And Complement Your Interior Decor With One Of These Prints. For Customisation Or Framing Your Own Designs Contact Wallmantra.",Home Decor & Festive Needs ,1237,"wallmantra christ redeemer frame print canvas painting inch inch price 1,749 beautiful rendition redeemer jewel scheme interior exclusive design print good quality photo paper frame perfection frame keen attention detail decorate home taste pride design create consultation designer keep mind contemporary trend order sit relax complement interior decor print customisation frame design contact wallmantra beautiful rendition redeemer jewel scheme interior exclusive design print good quality photo paper frame perfection frame keen attention detail decorate home taste pride design create consultation designer keep mind contemporary trend order sit relax complement interior decor print customisation frame design contact wallmantra",734
3bf09b28e3bf526c2dfebfe591921103,Buy Wallmantra Golden Buddha On Red Background Framed Print Canvas Painting for Rs.1749 online. Wallmantra Golden Buddha On Red Background Framed Print Canvas Painting at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Home Decor & Festive Needs ,274,buy wallmantra golden buddha red background frame print canvas painting rs.1749 online wallmantra golden buddha red background frame print canvas painting good price free shipping cash delivery genuine products day replacement guarantee,236
